,Unnamed: 0,rank,name,headquarter,category,description,link,year
67,67,69,Politnetz AG,Zürich,ICT,Closely related idea of using Web 2.0 for politics,https://www.top100startups.swiss/Politnetz,2012
68,68,70,Andiast Technolgoies GmbH (smartie.ch),Zürich,ICT,Revolutionizing online insurance exchange,https://www.top100startups.swiss/smartie-ch,2012
69,69,71,Ampard AG ,Zürich,Cleantech,Control- and asset-management system to realize complex decentralized storage solutions,https://www.top100startups.swiss/Ampard,2012
70,70,72,Gastros Switzerland AG,Zurich,Foodtech,Innovative system induction based in order to keep food warm at a buffet,https://www.top100startups.swiss/Gastros,2012
71,71,73,FashionFriends AG (acquired by Tamedia),Langenthal,ICT,Online platform for local fashion designers.,https://www.top100startups.swiss/FashionFriends,2012
72,72,74,Sandbox AG,Zürich,ICT,Some organizations incubate companies - we incubate people.,https://www.top100startups.swiss/Sandbox,2012
73,73,75,RouteRank SA,Lausanne,ICT,IT solutions for travel and mobility,https://www.top100startups.swiss/RouteRank,2012
74,74,76,Pix4D SA (acquired by Parrot),Lausanne,ICT,Automatically combine images from mobile cameras and create 2D and 3D models,https://www.top100startups.swiss/Pix4D,2012
75,75,77,Andrew Alliance SA ,Vernier,Medtech,Androids for liquid handling,https://www.top100startups.swiss/AndrewAlliance,2012
76,76,78,GEROCO SA,Martigny,Cleantech,Helping people managing their home energy consumption,https://www.top100startups.swiss/GEROCO,2012
77,77,79,QGel SA,Lausanne ,Biotech,A novel hydrogel material,https://www.top100startups.swiss/QGel,2012
78,78,80,Pandora Underwater Equipment SA,Le Mont-Pélerin,Engineering,Diving devices for automated control of divers' ascent rate to increase safety,https://www.top100startups.swiss/PandoraUnderwaterEquipment,2012
79,79,81,kringlan composites AG,Otelfingen,Engineering,Development of high-performance thermoplastic composites.,https://www.top100startups.swiss/kringlan,2012
80,80,82,Adello AG,Zürich,ICT,Our mission is to quantify the drivers of physical business.,https://www.top100startups.swiss/Adello,2012
81,81,83,Telormedix SA,Bioggio,Biotech,Targeted immunity in the treatment of cancer and other diseases,https://www.top100startups.swiss/Telormedix,2012
82,82,84,Teralytics AG,Zürich,ICT,Turning complex data into valuable information,https://www.top100startups.swiss/Teralytics,2012
83,83,85,greenTEG AG,Rümlang,Cleantech,Experts in thermal sensing solutions for research & industry,https://www.top100startups.swiss/greenTEG,2012
84,84,86,senozon AG,Zürich,ICT,"Managing the development of MATSim, the worldwide leading agent based transport simulation",https://www.top100startups.swiss/senozon,2012
85,85,87,Slyde Watch SA,Luins,Engineering,The SLYDE concept is a revolutionary watchmaking experiment combining a high-technology product and an internet platform.,https://www.top100startups.swiss/Slyde,2012
86,86,88,The Thingle Group AG,Zürich,ICT,"Discover, collect and share the things you are passionate about.",https://www.top100startups.swiss/Thingle,2012
87,87,89,Augurix Diagnostics SA,Monthey,Medtech,"Companion diagnostics devices for gastroenterology, focused mainly on Celiac Disease and IBD",https://www.top100startups.swiss/Augurix,2012
88,88,90,Edimer Biotech SA,Epalinges,Biotech,"Significant and durable improvement in the health and quality of life to future generations affected by the rare genetic disorder, X-linked Hypohidrotic Ectodermal Dysplasia (XLHED).",https://www.top100startups.swiss/Edimer,2012
89,89,91,Elmove AG,Zürich,Cleantech,Innovative electric mobility solutions.,https://www.top100startups.swiss/Elmove,2012
90,90,92,RedElec Technologie SA,Monthey,Engineering,Electrochemical technology for redox transformations,https://www.top100startups.swiss/RedElec,2012
91,91,93,sensecore AG,Zürich,Biotech,Biomedical monitoring tools in the fields of sport and healthcare.,https://www.top100startups.swiss/Sensecore,2012
92,92,94,ServiceHunter AG (quitt.),Zürich,ICT,Easily register and administrate your domestic help.,https://www.top100startups.swiss/ServiceHunter,2012
93,93,95,SuitArt AG ,Zürich,ICT,Franchising System for Custom-made Men's Suit.,https://www.top100startups.swiss/SuitArt,2012
94,94,96,TrekkSoft AG,Matten bei Interlaken,ICT,SaaS solution for tour and activity companies,https://www.top100startups.swiss/TrekkSoft,2012
95,95,97,AirWinder Suisse Sàrl ,,Engineering,ZERO-maintenance pneumatic bicycle tires,https://www.top100startups.swiss/AirWinder,2012
96,96,98,Mabimmune AG (merged with Neurimmune),Schlieren,Biotech,Developing immune agonists with best-in-class therapeutic indices,https://www.top100startups.swiss/Mabimmune,2012
97,97,99,Cilag GmbH International (former Covagen AG) ,Zürich-Schlieren,Biotech,Creating the next generation of biologics,https://www.top100startups.swiss/Covagen,2012
98,98,100,Luciole Medical AG (former NeMoDevices AG),Zürich,Medtech,Innovative neuromonitoring systems,https://www.top100startups.swiss/LucioleMedical,2012
0,0,1,Optotune AG,Dietikon,Engineering,"Inexpensive, scalable, precisely focus tunable lenses based",https://www.top100startups.swiss/Optotune,2011
1,1,2,Dacuda AG ,Zürich,ICT,Scanning redefined,https://www.top100startups.swiss/Dacuda,2011
2,2,3,Doodle AG ,Zürich,ICT,Easy scheduling,https://www.top100startups.swiss/Doodle,2011
3,3,4,Lemoptix SA,Lausanne,Engineering,Development of next generation optical MEMS (micro-electro-mechanical systems) for mobile applications.,https://www.top100startups.swiss/Lemoptix,2011
4,4,5,Poken SA (acquired by GES),Lausanne,ICT,Collect people and things with a touch,https://www.top100startups.swiss/Poken,2011
5,5,6,InSphero AG,Schlieren,Biotech,Market leader in 3D cell culture,https://www.top100startups.swiss/InSphero,2011
6,6,7,Finity SA (former paper.li),Lausanne,ICT,Create your newspaper,https://www.top100startups.swiss/Smallrivers,2011
7,7,8,HouseTrip SA ,London,ICT,Online marketplace for holiday rentals.,https://www.top100startups.swiss/HouseTrip,2011
8,8,9,Malcisbo AG,Schlieren,Biotech,Platform to identify carbohydrate targets in pathogenic organisms,https://www.top100startups.swiss/Malcisbo,2011
9,9,10,Aïmago SA  (acquired by Novadaq),Lausanne,Medtech,Taking the Guesswork out of Tissue Perfusion Assessment.,https://www.top100startups.swiss/Aimago,2011
10,10,11,Climeworks AG,Zürich,Cleantech,Capturing CO2 from air,https://www.top100startups.swiss/Climeworks,2011
11,11,12,Biognosys AG,Zürich - Schlieren,Biotech,New standard in multiplexed protein quantification,https://www.top100startups.swiss/Biognosys,2011
12,12,13,Redbiotec AG,Schlieren,Biotech,Therapeutic bacteria for treating cancer & genetic disorders,https://www.top100startups.swiss/Redbiotec,2011
13,13,14,Neurimmune AG,Schlieren,Biotech,Identification of novel therapeutics for the treatment of neurodegenerative disorders,https://www.top100startups.swiss/Neurimmune,2011
14,14,15,Lightbend Sàrl (Typesafe),Lausanne,ICT,Scala programming language,https://www.top100startups.swiss/Lightbend,2011
15,15,16,Kooaba AG ,Cupertino,ICT,Unlock the information captured in images using sophisticated image recognition technology,https://www.top100startups.swiss/Kooaba,2011
16,16,17,Celeroton AG,Volketswil,Engineering,Ultra-highspeed electrical drive systems for renewable energy generation,https://www.top100startups.swiss/Celeroton,2011
17,17,18,GetYourGuide AG,Zürich,ICT,Booking website for tours and activities,https://www.top100startups.swiss/GetYourGuide,2011
18,18,19,Stemergie Biotechnology SA,Geneva,Biotech,Targeting the roots of cancer in developing treatments and diagnostics,https://www.top100startups.swiss/Stemergie,2011
19,19,20,greenTEG AG,Rümlang,Cleantech,Experts in thermal sensing solutions for research & industry,https://www.top100startups.swiss/greenTEG,2011
20,20,21,Atizo AG (acquired by Hyve),Bern,ICT,Virtual brainstorming platform with thousands of creative thinkers,https://www.top100startups.swiss/Atizo,2011
21,21,22,LiberoVision AG (acquired by Vizrt),Zürich,ICT,Virtual sports enhancements,https://www.top100startups.swiss/Vizrt,2011
22,22,23,BioVersys AG,Basel,Biotech,Novel antibacterial therapies - new targets,https://www.top100startups.swiss/BioVersys,2011
23,23,24,Arktis Radiation Detectors Ltd,Zürich,Engineering,Platform technology for detecting ionizing radiation,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=816,2011
24,24,25,Biocartis SA,Lausanne,Biotech,Molecular diagnostics platform,https://www.top100startups.swiss/Biocartis,2011
25,25,26,QualySense AG,Glattbrugg,Engineering,"Sorting robot for grains, seeds and beans",https://www.top100startups.swiss/QualySense,2011
26,26,27,Procedural (acquired by Esri Ltd.),Redlands,ICT,"That startup caused an international sensation with its CityEngine package, which creates 3D urban environments.",https://www.top100startups.swiss/Esri,2011
27,27,28,PRECLIN Biosystems SA ,Epalinges,Biotech,In vivo preclinical testing platform,https://www.top100startups.swiss/Preclin,2011
28,28,29,Cilag GmbH International (former Covagen AG) ,Zürich-Schlieren,Biotech,Creating the next generation of biologics,https://www.top100startups.swiss/Covagen,2011
29,29,30,VirtaMed AG,Schlieren,Medtech,Simulators for medical training and education,https://www.top100startups.swiss/VirtaMed,2011
30,30,31,Optical Additives GmbH,Staufen,Engineering,Convert any surface into a solar cell,https://www.top100startups.swiss/Optical,2011
31,31,32,Abionic SA,Epalinges,Medtech,The revolutionary in vitro diagnostic point-of-care platform,https://www.top100startups.swiss/Abionic,2011
32,32,33,Credentis AG,Windisch,Medtech,Treating initial caries without drilling,https://www.top100startups.swiss/Credentis,2011
33,33,34,ViSSee AG,Zug,ICT,Development of visual speed sensors,https://www.top100startups.swiss/ViSSee,2011
34,34,35,restorm AG,Zürich,ICT,The Restorm Internet platform networks musicians with their listeners as well as with event organizers and the media.,https://www.top100startups.swiss/restorm,2011
35,35,36,Andiast Technolgoies GmbH (smartie.ch),Zürich,ICT,Revolutionizing online insurance exchange,https://www.top100startups.swiss/smartie-ch,2011
36,36,37,CAScination AG,Bern,Medtech,Image-guided liver surgeries,https://www.top100startups.swiss/CAScination,2011
37,37,38,BioXpress Therapeutics SA,Plan-les-Quates,Biotech,High-quality biosimilar biologic APIs for unmet need indications,https://www.top100startups.swiss/bioXPRESS,2011
38,38,39,Zurich Instruments AG,Zürich,Engineering,Instruments for dynamic signal analysis,https://www.top100startups.swiss/zurichinstruments,2011
39,39,40,Squirro AG,Zürich,ICT,AI Engine with a focus on unstructured data to drive top and,https://www.top100startups.swiss/Squirro,2011
40,40,41,Attolight SA,Lausanne,Engineering,Ultrafast spectroscopy for NanoPhotonics,https://www.top100startups.swiss/Attolight,2011
41,41,42,Kandou Bus SA,Lausanne,Engineering,Low power consumption chip connections,https://www.top100startups.swiss/Kandou,2011
42,42,43,Goodshine AG (acquired by Ringier),Zürich,ICT,Swiss marketleader in online couponing,https://www.top100startups.swiss/deindeal,2011
43,43,44,joiz AG,Zürich,ICT,"This television station, which links the world of TV with Web 2.0 and targets viewers between the ages of 15 and 35, has gotten off to a good start.",https://www.top100startups.swiss/joiz,2011
44,44,45,GenKyoTex S.A.,Plan-Les-Ouates,Biotech,Treatment of pathologies associated with overproduction of o,https://www.top100startups.swiss/GenKyoTex,2011
45,45,47,YouRehab,Schlieren,Medtech,Low-cost devices and entertaining gaming software to enable rehabilitation,https://www.top100startups.swiss/YouRehab,2011
46,46,48,DECTRIS AG,Baden - Daettwil,Engineering,Next generation x-ray detectors,https://www.top100startups.swiss/DECTRIS,2011
47,47,49,Swisstom AG ,Landquart,Medtech,Medical devices to monitor the lung and heart function of patients,https://www.top100startups.swiss/Swisstom,2011
48,48,50,Luciole Medical AG (former NeMoDevices AG),Zürich,Medtech,Innovative neuromonitoring systems,https://www.top100startups.swiss/LucioleMedical,2011
49,49,51,Limmex,Zürich,Engineering,Bringing women's health to the 21st century,https://www.top100startups.swiss/Limmex,2011
50,50,52,Fontself,Lausanne,ICT,Fontself has developed software that makes it possible for users to use any font they wish in the Internet.,https://www.top100startups.swiss/Fontself,2011
51,51,53,RouteRank SA,Lausanne,ICT,IT solutions for travel and mobility,https://www.top100startups.swiss/RouteRank,2011
52,52,54,Aleva Neurotherapeutics SA,Lausanne,Medtech,Better therapies for neurological diseases,https://www.top100startups.swiss/Aleva,2011
53,53,55,The Faction Collective,Le Châble,Engineering,"We design, produce and sell premium skis and outerwear",https://www.top100startups.swiss/The-faction,2011
54,54,56,MESA Imaging AG,Zürich,Engineering,3D time of flight cameras,https://www.top100startups.swiss/MESA,2011
55,55,57,Imina Technologies SA,Lausanne,Engineering,World's smallest commercial nanomanipulators,https://www.top100startups.swiss/Imina,2011
56,56,58,Lotaris SA,Yverdon-les-Bains,ICT,A thinking mobile app environment.,https://www.top100startups.swiss/Lotaris,2011
57,57,59,Searchbox SA,,ICT,Semantic engine software.,https://www.top100startups.swiss/Searchbox,2011
58,58,60,Enairys Powertech SA,Lausanne,Cleantech,Hydro-pneumatic energy conversion and storage solutions,https://www.top100startups.swiss/Enairys,2011
59,59,61,picoDRILL SA,Lausanne,Engineering,Technology for micro-machining and processing thin glass,https://www.top100startups.swiss/picoDRILL,2011
60,60,62,DSwiss AG,Zürich,ICT,Digital safe-deposit boxes,https://www.top100startups.swiss/DSwiss,2011
61,61,63,Koemei SA ,Martigny,ICT,World’s first cloud based speech recognition solution specifically designed for multiparty conversations,https://www.top100startups.swiss/Koemei,2011
62,62,64,regenHU SA,Villaz-St-Pierre,Medtech,Solid freeform fabrication technology,https://www.top100startups.swiss/regenHU,2011
63,63,65,ProteoMediX AG,Schlieren,Biotech,Markers for prostate cancer,https://www.top100startups.swiss/ProteoMediX,2011
64,64,66,GEROCO SA,Martigny,Cleantech,Helping people managing their home energy consumption,https://www.top100startups.swiss/GEROCO,2011
65,65,67,Bcomp AG,Fribourg,Cleantech,Superior products from natural fibers,https://www.top100startups.swiss/Bcomp,2011
66,66,68,Nanotion AG,Zurich,Engineering,Detection of nanoparticles combining scientific research together with its industrial application,https://www.top100startups.swiss/Nanotion,2011
67,67,69,Millform AG,Zürich,ICT,Gbanga is the game where you walk in the real world to play mixed-reality quests and score virtual points.,https://www.top100startups.swiss/Millform,2011
68,68,70,connex.io AG,,ICT,Smart address book solution reducing the hassle of managing contact information,https://www.top100startups.swiss/connex_io,2011
69,69,71,THELKIN GmbH,Winterthur,Medtech,Characterization of orthopaedic implants and other medical devices,https://www.top100startups.swiss/THELKIN,2011
70,70,72,Virometix AG,Schlieren,Biotech,Vaccines using its Synthetic Virus-Like Particle (SVLP) technology,https://www.top100startups.swiss/Virometix,2011
71,71,73,compliant concept AG,Fehraltorf,Medtech,New solution for the therapy and prevention of pressure ulcers,https://www.top100startups.swiss/Compliant,2011
72,72,74,Adoptics AG,Bruegg,Medtech,Novel accommodating intraocular lens (AIOL) to treat cataract and presbyopia.,https://www.top100startups.swiss/Adoptics,2011
73,73,75,ChromaCon AG (acquired by YMC),Zürich,Biotech,"ChromaCon AG is a biopharmaceutical company providing enabling purification technologies, equipment and services.",https://www.top100startups.swiss/ChromaCon,2011
74,74,76,Shadow Government AG,Zürich,ICT,Shadow Government is spearheading an entirely new form of social gaming .,https://www.top100startups.swiss/Shadow,2011
75,75,77,Coguan Group AG,Zug,ICT,Web advertisement management solutions,https://www.top100startups.swiss/Coguan,2011
76,76,78,Politnetz AG,Zürich,ICT,Closely related idea of using Web 2.0 for politics,https://www.top100startups.swiss/Politnetz,2011
77,77,79,Run my Accounts AG,Stäfa,Fintech,Online accounting platform,https://www.top100startups.swiss/RunMyAccounts,2011
78,78,80,Xeltis AG,Zürich,Medtech,Bioabsorbable synthetic heart valves and vascular grafts,https://www.top100startups.swiss/Xeltis,2011
79,79,81,Advanced Osteotomy Tools - AOT AG,Basel,Medtech,Cutting bones with laser,https://www.top100startups.swiss/AOT,2011
80,80,82,unblu inc.,Sarnen,ICT,Integrating telephone and online communication,https://www.top100startups.swiss/unblu,2011
81,81,83,kringlan composites AG,Otelfingen,Engineering,Development of high-performance thermoplastic composites.,https://www.top100startups.swiss/kringlan,2011
82,82,84,THE ROKKER COMPANY AG,Widnau,Engineering,Protection jeans with innovative textiles,https://www.top100startups.swiss/ROKKER,2011
83,83,85,Globalance Bank AG,Zürich,Fintech,Swiss private bank that specialises in sustainable investments,https://www.top100startups.swiss/Globalance,2011
84,84,86,Epithelix Sàrl,Plan-les-Ouates,Biotech,Innovative in vitro respiratory solutions,https://www.top100startups.swiss/Epithelix,2011
85,85,87,Coatmaster AG,Winterthur,Engineering,Measuring industrial coatings,https://www.top100startups.swiss/Coatmaster,2011
86,86,88,StereoTools SA,Neuchâtel,Medtech,Guide for needle or electrode placement during stereotactic neurosurgery.,https://www.top100startups.swiss/StereoTools,2011
87,87,89,Scandit AG,Zürich,ICT,Smart Data Capture,https://www.top100startups.swiss/Scandit,2011
88,88,90,Paratus AG,Windisch,ICT,Mobile communication based system to preemptively protect people,https://www.top100startups.swiss/Paratus,2011
89,89,91,Ebuzzing Switzerland AG (Aquired by Teads.tv),Basel,ICT,Distribution platform for  content tailored for brands across all kinds of social media.,https://www.top100startups.swiss/Trigami,2011
90,90,92,Augurix Diagnostics SA,Monthey,Medtech,"Companion diagnostics devices for gastroenterology, focused mainly on Celiac Disease and IBD",https://www.top100startups.swiss/Augurix,2011
91,91,93,GeNeuro SA,Plan-les-Ouates,Medtech,Therapy and diagnosis of diseases associated with human endogenous retrovirus expression,https://www.top100startups.swiss/GeNeuro,2011
92,92,94,42matters AG ,Zurich,ICT,App Intelligence as SaaS,https://www.top100startups.swiss/42matters,2011
93,93,95,Aeon Scientific AG,Schlieren - Zurich,Medtech,Electromagnetic guidance of medical instruments in the human body,https://www.top100startups.swiss/Aeon,2011
94,94,96,Qvanteq AG,Zürich,Medtech,Novel stent technologies to address and overcome clinical shortcomings,https://www.top100startups.swiss/Qvanteq,2011
95,95,97,QGel SA,Lausanne ,Biotech,A novel hydrogel material,https://www.top100startups.swiss/QGel,2011
96,96,99,Prediggo SA,Vevey,ICT,Intelligent cross selling solutions for eShops.,https://www.top100startups.swiss/Prediggo,2011
97,97,100,Pearl Technology AG,Schlieren,Medtech,Medical devices to position and immobilize part of the patient's body during medical scanning,https://www.top100startups.swiss/Pearltec,2011
