rank;name;headquarter;category;description;link;year;plz;kanton;lan;lon
69;Skypull SA;Lugano;Cleantech;Globally scalable renewable wind energy with tethered hybrid;https://www.top100startups.swiss/Skypull;2018;6900;TI;8.95447212;46.00539321
70;Komed Health AG;ZÃ¼rich;ICT;"""slack"" for healthcare";https://www.top100startups.swiss/Komedhealth;2018;8002;ZH;8.532739248;47.36007156
71;Nanoleq AG;RÃ¼mlang;Engineering;The future of health-monitoring textiles;https://www.top100startups.swiss/Nanoleq;2018;8153;ZH;8.528807372;47.44750791
72;Comphya SA;Lausanne;Medtech;First neurostimulator to treat erectile dysfunction;https://www.top100startups.swiss/Comphya;2018;1011;VD;6.643319582;46.52555634
73;Crypto Finance AG;Zug;Fintech;Transforming financial services;https://www.top100startups.swiss/CryptoFinance;2018;6300;ZG;8.503484562;47.16850232
74;Zippsafe AG ;Glattbrugg;Engineering;Space-efficient and smart staff locker technology;https://www.top100startups.swiss/Zippsafe;2018;8152;ZH;8.562910786;47.43319518
75;SONECT AG;ZÃ¼rich;Fintech;Through Sonect, every store becomes an ATM;https://www.top100startups.swiss/SONECT;2018;8002;ZH;8.532739248;47.36007156
76;LIGENTEC SA;Ecublens;Engineering;Photonic Integrated Circuits (PIC) in high-tech;https://www.top100startups.swiss/LiGenTec;2018;1024;VD;6.55861492;46.52883079
77;Coat-X AG;La Chaux-de-Fonds;Medtech;Innovative encapsulation technology;https://www.top100startups.swiss/Coat-X;2018;2300;NE;6.834746282;47.11348311
78;IRsweep AG;StÃ¤fa;Biotech;Optical gas sensing;https://www.top100startups.swiss/IRsweep;2018;8712;ZH;8.725428803;47.24088466
79;Embotech AG;Zurich;ICT;Empowering Autonomous Systems to Make Better Decisions;https://www.top100startups.swiss/embotech;2018;8001;ZH;8.541734555;47.37208749
80;Nanogence SA ;Lausanne ;Cleantech;Creating material solutions for a sustainable world;https://www.top100startups.swiss/Nanogence;2018;1005;VD;6.643190762;46.5217265
81;INVOLI SA;Renens;ICT;Enabling the safe integration of drones into the airspace;https://www.top100startups.swiss/INVOLI;2018;1020;VD;6.589670167;46.53527951
82;Ledgy AG;Zurich;Fintech;Your equity set for growth;https://www.top100startups.swiss/Ledgy;2018;8001;ZH;8.541734555;47.37208749
83;CARU AG;Zurich;Medtech;Empowering older adults to age in place;https://www.top100startups.swiss/CARU;2018;8001;ZH;8.541734555;47.37208749
84;RetinAI Medical AG;Bern;Medtech;We enable the right decisions sooner in healthcare;https://www.top100startups.swiss/RetinAI;2018;3004;BE;7.450025042;46.97530372
85;Futurae Technologies AG;Zurich;Security;Secure Authentication for users has never been easier;https://www.top100startups.swiss/Futurae;2018;8001;ZH;8.541734555;47.37208749
86;OneVisage SA;Lausanne;Security;Sensitive Data Requires Premium Protection;https://www.top100startups.swiss/OneVisage;2018;1011;VD;6.643319582;46.52555634
87;Gnubiotics Sciences SA;Epalinges;Biotech;Biosimilar oligosaccharides to restore microbiome diversity;https://www.top100startups.swiss/Gnubiotics;2018;1066;VD;6.668508946;46.55070386
88;Legal Technology Switzerland AG (Proxeus);Zug;ICT;We create an interface allowing users to easily create their own decentralized applications on the blockchain;https://www.top100startups.swiss/LegalHub;2018;6300;ZG;8.503484562;47.16850232
89;InterAx Biotech AG;Villigen;Biotech;Reinventing GPCR drug discovery;https://www.top100startups.swiss/InterAx;2018;5234;AG;8.206268324;47.53006882
90;Olympe SA;Lausanne;ICT;The best composition platform in the market;https://www.top100startups.swiss/Olympe;2018;1011;VD;6.643319582;46.52555634
91;TwentyGreen AG;Luzern;Biotech;Next-Generation Probiotic 10x better protection;https://www.top100startups.swiss/TwentyGreen;2018;6005;LU;8.313449981;47.03821966
92;Topadur Pharma AG;Schlieren;Biotech;Disruptive drugs for aging diseases;https://www.top100startups.swiss/Topadur;2018;8952;ZH;8.449001596;47.39503416
93;Global Impact Finance SA (Monito);Lausanne;ICT;Comparing the rates of money transfer operators and banks;https://www.top100startups.swiss/Monito;2018;1011;VD;6.643319582;46.52555634
94;Insightness AG ;ZÃ¼rich;Engineering;Novel camera chips for interactive devices;https://www.top100startups.swiss/Insightness;2018;8002;ZH;8.532739248;47.36007156
95;Xsensio SA ;Lausanne;Medtech;Lab-on-Skin(TM) sensing platform;https://www.top100startups.swiss/Xsensio;2018;1011;VD;6.643319582;46.52555634
96;Volumina Medical SA;Epalinges;Medtech;Dynamic biomaterials for reconstructive and plastic surgery;https://www.top100startups.swiss/Volumina;2018;1066;VD;6.668508946;46.55070386
97;IDUN Technologies AG;Opfikon;Medtech;Enabling the Internet of Humans;https://www.top100startups.swiss/IDUN;2018;8152;ZH;8.580766814;47.43106872
98;UrbanAlps AG;ZÃ¼rich;Engineering;Stealth Key: world's first 3D metal printed key;https://www.top100startups.swiss/UrbanAlps;2018;8002;ZH;8.532739248;47.36007156
99;Verity AG;ZÃ¼rich;Robotics;Autonomous indoor drone systems;https://www.top100startups.swiss/Verity;2018;8002;ZH;8.532739248;47.36007156
100;Inofea AG;Muttenz;Biotech;Empowered therapeutic enzymes;https://www.top100startups.swiss/Inofea;2018;4132;BL;7.648057403;47.52338801
1;Ava AG;ZÃ¼rich;Medtech;Ovulation tracking bracelet;https://www.top100startups.swiss/Ava;2017;8002;ZH;8.532739248;47.36007156
2;L.E.S.S. SA;Renens;Cleantech;Nano active fiber lighting systems;https://www.top100startups.swiss/LESS;2017;1020;VD;6.589670167;46.53527951
3;Flyability SA;Paudex;Robotics;Drone-based inspection solutions;https://www.top100startups.swiss/Flyability;2017;1094;VD;6.671544899;46.48280522
4;bexio AG  ;Rapperswil SG;Fintech;Business software for SMEs;https://www.top100startups.swiss/Bexio;2017;8640;SG;8.818843765;47.22502045
5;MindMaze SA;Lausanne;Medtech;Bringing real emotion to virtual reality;https://www.top100startups.swiss/MindMaze;2017;1011;VD;6.643319582;46.52555634
6;Gamaya SA;Morges;Robotics;Digital agronomy solutions for large farming businesses;https://www.top100startups.swiss/Gamaya;2017;1110;VD;6.505456761;46.49496333
7;Bestmile SA;Lausanne;ICT;Fleet automation platform;https://www.top100startups.swiss/Bestmile;2017;1011;VD;6.643319582;46.52555634
8;Beekeeper AG;ZÃ¼rich;ICT;Empowering entire workforces;https://www.top100startups.swiss/Beekeeper;2017;8002;ZH;8.532739248;47.36007156
9;Lunaphore Technologies SA;Tolochenaz;Medtech;Tumor analysis platform;https://www.top100startups.swiss/Lunaphore;2017;1131;VD;6.492087528;46.48490786
10;Advanon AG ;ZÃ¼rich;Fintech;Disrupting the invoicing market;https://www.top100startups.swiss/Advanon;2017;8002;ZH;8.532739248;47.36007156
11;Versantis AG;ZÃ¼rich;Biotech;Conquer liver diseases and saves lives;https://www.top100startups.swiss/Versantis;2017;8002;ZH;8.532739248;47.36007156
12;RealLook AG (Selfnation);ZÃ¼rich;ICT;Perfectly fitting trousers;https://www.top100startups.swiss/selfnation;2017;8002;ZH;8.532739248;47.36007156
13;OrbiWise SA;Plan-Les-Ouates;ICT;Full solutions for the internet of things;https://www.top100startups.swiss/OrbiWise;2017;1228;GE;6.118033239;46.16415897
14;Amal Therapeutics SA ;GenÃ¨ve;Biotech;Cancer vaccines;https://www.top100startups.swiss/Amal;2017;1201;GE;6.146916502;46.21074039
15;Teralytics AG;ZÃ¼rich;ICT;Turning complex data into valuable information;https://www.top100startups.swiss/Teralytics;2017;8002;ZH;8.532739248;47.36007156
16;Wingtra AG;ZÃ¼rich;Robotics;Fly like an airplane, take-off and land like a helicopter;https://www.top100startups.swiss/Wingtra;2017;8002;ZH;8.532739248;47.36007156
17;TwentyGreen AG;Luzern;Biotech;Next-Generation Probiotic 10x better protection;https://www.top100startups.swiss/TwentyGreen;2017;6005;LU;8.313449981;47.03821966
18;Insolight SA;Renens;Cleantech;Solar modules designed for agrivoltaics;https://www.top100startups.swiss/Insolight;2017;1020;VD;6.589670167;46.53527951
19;Farmy AG;ZÃ¼rich;Foodtech;The online shop for regional and biological farming goods;https://www.top100startups.swiss/Farmy;2017;8002;ZH;8.532739248;47.36007156
20;Crispr Therapeutics AG;Basel;Biotech;Developing cures for serious human genetic diseases;https://www.top100startups.swiss/Crispr;2017;4051;BS;7.586450708;47.55404534
21;depsys SA;Puidoux;Cleantech;Energy network optimization platform;https://www.top100startups.swiss/depsys;2017;1070;VD;6.777869536;46.49445901
22;CleanGreens Solutions SA;Molondin;Foodtech;Innovative farming solutions;https://www.top100startups.swiss/CleanGreens;2017;1415;VD;6.747802463;46.76309741
23;VIU VENTURES AG;ZÃ¼rich;ICT;Challenging the established rules in the eyewear industry;https://www.top100startups.swiss/VIUVentures;2017;8002;ZH;8.532739248;47.36007156
24;ScanTrust SA;Lausanne;ICT;Protection from counterfeiting;https://www.top100startups.swiss/ScanTrust;2017;1011;VD;6.643319582;46.52555634
25;Nomoko AG;Zurich;ICT;Creating a digital twin of the world;https://www.top100startups.swiss/Nomoko;2017;8001;ZH;8.541734555;47.37208749
26;CreditGate24 AG;Zurich;Fintech;The leading Swiss P2P lending platform;https://www.top100startups.swiss/CreditGate24;2017;8001;ZH;8.541734555;47.37208749
27;CodeCheck AG;ZÃ¼rich;ICT;Shopping assistant for a conscious lifestyle;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7520;2017;8002;ZH;8.532739248;47.36007156
28;Memo Therapeutics AG;Schlieren;Biotech;Droplet microfluidics based single-cell technology platform;https://www.top100startups.swiss/MemoTherapeutics;2017;8952;ZH;8.449001596;47.39503416
29;ONWARD Medical SA;Lausanne;Biotech;Enabling nervous system rewiring;https://www.top100startups.swiss/Onward;2017;1011;VD;6.643319582;46.52555634
30;Fashwell AG ;ZÃ¼rich;ICT;AI image recognition software;https://www.top100startups.swiss/Fashwell;2017;8002;ZH;8.532739248;47.36007156
31;Proton SA;Plan-les-Ouates;Security;Secure e-mail;https://www.top100startups.swiss/Proton;2017;1228;GE;6.118033239;46.16415897
32;Peripal AG;ZÃ¼rich;Medtech;Patient connection device for home dialysis;https://www.top100startups.swiss/Peripal;2017;8002;ZH;8.532739248;47.36007156
33;Distalmotion SA;Epalinges;Medtech;Making Sense of Robotic Surgery;https://www.top100startups.swiss/DistalMotion;2017;1066;VD;6.668508946;46.55070386
34;CUTISS AG;Schlieren;Biotech;Personalized skin;https://www.top100startups.swiss/CUTISS;2017;8952;ZH;8.449001596;47.39503416
35;Insightness AG ;ZÃ¼rich;Engineering;Novel camera chips for interactive devices;https://www.top100startups.swiss/Insightness;2017;8002;ZH;8.532739248;47.36007156
36;Cellestia Biotech AG;Basel;Biotech;Developing First-in-Class therapies for cancer and AIIDs.;https://www.top100startups.swiss/Cellestia;2017;4051;BS;7.586450708;47.55404534
37;Nezasa AG;ZÃ¼rich;ICT;Technology solutions for the travel trade;https://www.top100startups.swiss/Nezasa;2017;8002;ZH;8.532739248;47.36007156
38;Biowatch;Lausanne;Engineering;A wearable biometric technology as an alternative solution to current authentication methods;https://www.top100startups.swiss/Biowatch;2017;1011;VD;6.643319582;46.52555634
39;Archilogic AG;ZÃ¼rich;Proptech;Understanding environments;https://www.top100startups.swiss/Archilogic;2017;8002;ZH;8.532739248;47.36007156
40;Glycemicon AG;Brugg;Biotech;Managing blood glucose levels;https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7498;2017;5200;AG;8.211196526;47.48639705
41;Xsensio SA ;Lausanne;Medtech;Lab-on-Skin(TM) sensing platform;https://www.top100startups.swiss/Xsensio;2017;1011;VD;6.643319582;46.52555634
42;AKSELOS SA;Lausanne;ICT;Simulation technology to protect critical structures;https://www.top100startups.swiss/AKSELOS;2017;1011;VD;6.643319582;46.52555634
43;T3 Pharmaceuticals AG;Allschwil;Biotech;Developing the next generation bacterial cancer therapy;https://www.top100startups.swiss/T3;2017;4123;BL;7.53749744;47.54504996
44;Contovista AG ;Schlieren;Fintech;Data driven banking;https://www.top100startups.swiss/Contovista;2017;8952;ZH;8.449001596;47.39503416
45;Leman Micro Devices SA;Lausanne;Engineering;Medically accurate health sensing for all mobile devices;https://www.top100startups.swiss/Leman;2017;1011;VD;6.643319582;46.52555634
46;Polyneuron Pharmaceuticals AG;Basel;Biotech;New drug class for the treatment of autoimmune diseases;https://www.top100startups.swiss/Polyneuron;2017;4051;BS;7.586450708;47.55404534
47;Diviac AG ;Zurich;ICT;Diviac is the Booking.com of scuba diving.;https://www.top100startups.swiss/Diviac;2017;8001;ZH;8.541734555;47.37208749
48;Bluebox Shop AG (Amorana.ch);Glattbrugg;ICT;Swiss online shop for erotic and lifestyle products;https://www.top100startups.swiss/amorana;2017;8152;ZH;8.562910786;47.43319518
49;Chimpy AG;ZÃ¼rich;Cleantech;Convenient recharging on the go;https://www.top100startups.swiss/Chimpy;2017;8002;ZH;8.532739248;47.36007156
50;ShoeSize.Me AG;Olten;ICT;Boost your footwear sales with innovative, guided-selling AI;https://www.top100startups.swiss/ShoeSizeMe;2017;4600;SO;7.900867376;47.34583557
51;BeeHelpful SA;Lugano;Engineering;Developing, producing and selling a new bee managing system;https://www.top100startups.swiss/BeeHelpful;2017;6900;TI;8.95447212;46.00539321
52;OneVisage SA;Lausanne;Security;Sensitive Data Requires Premium Protection;https://www.top100startups.swiss/OneVisage;2017;1011;VD;6.643319582;46.52555634
53;Perspective Robotics AG (Fotokite);San Francisco;Robotics;Real-time situational intelligence that helps save lives.;https://www.top100startups.swiss/Perspective;2017;#NV;#NV;#NV;#NV
54;Allthings Technologies AG;Basel;Proptech;Allthings: For a better life in buildings;https://www.top100startups.swiss/Allthings;2017;4051;BS;7.586450708;47.55404534
55;Goodwall SA;GenÃ¨ve;ICT;A professional development network for young talent;https://www.top100startups.swiss/Goodwall;2017;1201;GE;6.146916502;46.21074039
56;GRZ Technologies AG;Grolley;Cleantech;Metal hydride hydrogen storage solution;https://www.top100startups.swiss/GRZ;2017;1772;FR;7.06575494;46.8347404
57;Haelixa AG;Kemptthal;Biotech;Reliable product identification through DNA technology;https://www.top100startups.swiss/Haelixa;2017;8310;ZH;8.71155229;47.45743914
58;Swiss Wood Solutions AG;ZÃ¼rich;Cleantech;Innovative wood based products with added values;https://www.top100startups.swiss/Swisswoodsolutions;2017;8002;ZH;8.532739248;47.36007156
59;Intento SA ;Lausanne;Medtech;Wearable solutions for the rehabilitation of paralyzed stroke patients;https://www.top100startups.swiss/Intento;2017;1011;VD;6.643319582;46.52555634
60;CLEVERDIST SA;Plan-les-Ouates;ICT;Design and integration of large control systems;https://www.top100startups.swiss/CLEVERDIST;2017;1228;GE;6.118033239;46.16415897
61;Nexxiot AG;ZÃ¼rich;Engineering;enabler of the digitized supply chain;https://www.top100startups.swiss/Nexxiot;2017;8002;ZH;8.532739248;47.36007156
62;Equippo AG;Zug;ICT;Next-generation, full-service marketplace for equipment;https://www.top100startups.swiss/Equippo;2017;6300;ZG;8.503484562;47.16850232
63;Nanolive SA;Ecublens;Medtech;Revolutionary tomographic microscope;https://www.top100startups.swiss/Nanolive;2017;1024;VD;6.55861492;46.52883079
64;1Drop Diagnostics SÃ rl;Neuchatel;Medtech;Saving lives through better and faster portable medical diagnostics;https://www.top100startups.swiss/1Drop;2017;2000;NE;6.941331265;46.98844504
65;InterAx Biotech AG;Villigen;Biotech;Reinventing GPCR drug discovery;https://www.top100startups.swiss/InterAx;2017;5234;AG;8.206268324;47.53006882
66;ROVENSO SA;Villaz-St-Pierre;Engineering;Agile robots for security and safety monitoring in industry;https://www.top100startups.swiss/ROVENSO;2017;1690;FR;6.962149892;46.72091606
67;TestingTime AG;ZÃ¼rich;ICT;We recruit test users for user and market research;https://www.top100startups.swiss/TestingTime;2017;8002;ZH;8.532739248;47.36007156
68;Inofea AG;Muttenz;Biotech;Empowered therapeutic enzymes;https://www.top100startups.swiss/Inofea;2017;4132;BL;7.648057403;47.52338801
69;felfel AG;ZÃ¼rich;Foodtech;Affordable, ultra-fresh food for employees;https://www.top100startups.swiss/felfel;2017;8002;ZH;8.532739248;47.36007156
70;Synple Chem AG;Zurich;Biotech;Making synthesis of new molecules as easy as capsule coffee;https://www.top100startups.swiss/Synple;2017;8001;ZH;8.541734555;47.37208749
71;Altoida AG;Luzern;Medtech;Join us on our noble mission to better brain health;https://www.top100startups.swiss/Altoida;2017;6005;LU;8.313449981;47.03821966
72;Inositec AG;Zurich;Biotech;Developing small molecules to address unmet medical needs;https://www.top100startups.swiss/Inositec;2017;8001;ZH;8.541734555;47.37208749
73;AEROTAIN AG;ZÃ¼rich;Robotics;We leverage live events with interactive and engaging flying experiences.;https://www.top100startups.swiss/AEROTAIN;2017;8002;ZH;8.532739248;47.36007156
74;Relish Brothers AG;Sempach Station;Engineering;Swiss premium guitars;https://www.top100startups.swiss/Relish;2017;6203;LU;8.200561689;47.11719749
75;flatev AG;ZÃ¼rich;Foodtech;Reinventing the Future of Snacks at the tip of a button;https://www.top100startups.swiss/flatev;2017;8002;ZH;8.532739248;47.36007156
76;Perceptiko AG (CatchEye);ZÃ¼rich;ICT;Making video calls more personal;https://www.top100startups.swiss/catcheye;2017;8002;ZH;8.532739248;47.36007156
77;Gnubiotics Sciences SA;Epalinges;Biotech;Biosimilar oligosaccharides to restore microbiome diversity;https://www.top100startups.swiss/Gnubiotics;2017;1066;VD;6.668508946;46.55070386
